Scenario,test_day,cost_tot,emis_tot,ener_tot,idis_tot,pdih_tot,pele_tot,pgas_tot,tdis_tot,time_rat
highly_dynamic+Day310,heat_day76,0.247514526,0.841017493,4.650898553,0,,0.000255172,0.116614092,9.953605008,4.49E-05
highly_dynamic+Day311,heat_day77,0.263620447,0.899407384,4.973352117,0,,0.000255172,0.116614096,10.14512606,4.47E-05
highly_dynamic+Day312,heat_day78,0.292695758,1.004654851,5.554572938,0,,0.000255172,0.117980312,13.49304198,4.38E-05
highly_dynamic+Day313,heat_day79,0.32478481,1.121008648,6.197127593,0,,0.000255172,0.117980311,13.49325229,4.50E-05
highly_dynamic+Day314,heat_day80,0.349418991,1.208370197,6.679776813,0,,0.000255172,0.117980311,7.985951407,4.27E-05
highly_dynamic+Day315,heat_day81,0.383597336,1.332331002,7.364359339,0,,0.000255172,0.117980312,11.71232488,4.25E-05
highly_dynamic+Day316,heat_day82,0.422770775,1.47454514,8.149725682,0,,0.000255172,0.117980311,14.82145689,4.24E-05
highly_dynamic+Day317,heat_day83,0.444308654,1.552879666,8.58232192,0,,0.000255172,0.117980311,16.7686533,3.98E-05
highly_dynamic+Day319,heat_day85,0.498308782,1.749214232,9.666564052,0,,0.000255172,0.117980311,19.95420764,4.25E-05
highly_dynamic+Day320,heat_day86,0.524259388,1.844513766,10.19275098,0,,0.000255172,0.117980312,20.30936173,4.32E-05
highly_dynamic+Day321,heat_day87,0.540854482,1.904761357,10.52546355,0,,0.000255172,0.117980311,20.29552286,4.39E-05
highly_dynamic+Day322,heat_day88,0.543439219,1.913955367,10.57623674,0,,0.000255172,0.117980311,21.1634273,4.19E-05
highly_dynamic+Day323,heat_day89,0.540455588,1.903034952,10.51592961,0,,0.000255172,0.117980311,21.75616904,4.29E-05
highly_dynamic+Day324,heat_day90,0.527864161,1.857574374,10.26487716,0,,0.000255172,0.117980311,21.35185332,4.17E-05
highly_dynamic+Day325,heat_day91,0.519733192,1.828202102,10.10267111,0,,0.000255172,0.117980311,21.99561035,4.07E-05
highly_dynamic+Day326,heat_day92,0.501971241,1.763680789,9.74635725,0,,0.000255172,0.117948451,19.19921126,4.20E-05
highly_dynamic+Day327,heat_day93,0.487314392,1.710401065,9.452124184,0,,0.000255172,0.117948451,19.23176027,4.24E-05
